#{"t_start": 1733280591.379561, "env_id": "BipedalWalker-v3"}
r,l,t
318.799709,646,45181.734993
314.882466,670,45184.831933
317.075713,656,45187.837865
318.251266,664,45191.790272
320.114237,660,45194.820912
318.32244,675,45197.965163
318.798868,665,45201.096599
319.349892,660,45204.11719
316.6245,669,45207.2599
317.121146,670,45210.618717
318.822472,659,45213.697922
312.649223,695,45216.933432
315.147868,664,45220.076419
318.138715,655,45223.122668
316.88571,671,45226.245583
317.109223,677,45229.392365
317.761657,678,45232.524064
318.290456,661,45235.585772
318.382465,679,45240.132644
318.907714,685,45243.399008
319.550119,692,45246.604136
317.610284,733,45250.030899
315.230706,707,45253.277215
313.642184,703,45256.586365
315.912103,712,45259.951604
315.732041,731,45263.300551
318.366691,689,45266.451674
317.894132,670,45269.458764
318.846887,695,45272.964117
319.10659,679,45276.142104
319.347533,712,45279.462728
317.235176,687,45282.659652
317.313868,681,45286.906407
318.043409,678,45290.100558
317.024563,662,45293.20423
316.197945,674,45296.403451
318.1999,651,45299.465784
317.178373,675,45302.950813
319.110417,675,45306.177978
316.630964,683,45309.552205
315.823713,678,45312.763387
312.169765,708,45316.227159
314.161048,702,45319.593443
316.027518,687,45322.808192
316.368012,678,45325.990062
314.423502,701,45329.27345
314.827188,695,45332.821027
309.540636,737,45337.393276
299.62828,836,45341.2565
312.932859,726,45344.579505
314.863618,716,45347.907496
316.69085,708,45351.166476
319.779911,689,45354.359721
318.875865,701,45357.66212
312.737766,748,45361.500187
316.516277,697,45364.905948
316.263305,704,45368.230623
318.098739,682,45371.403714
318.560537,668,45374.496097
317.714081,678,45378.023782
318.249738,672,45381.157228
318.301336,687,45385.264936
317.556827,714,45388.620835
317.014788,710,45392.144763
316.841726,698,45395.541414
317.065268,676,45398.689929
318.113813,692,45401.867041
318.073376,679,45405.020113
317.263754,715,45408.330263
319.568739,681,45411.445714
318.18361,701,45414.648426
316.776705,686,45417.826507
316.934251,700,45421.297575
-119.818048,62,45421.600392
318.030654,703,45424.721928
317.742311,690,45427.955555
318.87176,689,45432.276148
319.262429,659,45435.595477
318.585633,652,45438.932169
318.531345,647,45441.963312
321.668951,667,45445.12075
320.629283,662,45448.226113
318.40697,671,45451.534282
322.427848,649,45454.632715
322.160063,652,45457.706545
321.088896,647,45460.797818
322.794061,651,45464.382017
321.719492,651,45468.085842
320.974243,663,45471.164353
322.041312,674,45474.226259
319.933484,653,45477.139243
318.065814,680,45481.380856
319.926304,665,45484.352182
319.706161,661,45487.353166
317.461465,676,45490.405815
318.381624,676,45494.264534
319.638546,664,45497.777619
320.982606,651,45500.887434
319.043534,673,45504.043443
322.718773,664,45506.741455
320.532667,664,45509.69124
322.850816,646,45512.515494
321.033838,645,45515.347007
321.924424,653,45518.231745
322.191511,651,45521.100055
321.235379,666,45524.040965
317.12484,688,45528.860967
318.254285,660,45532.406766
316.423572,667,45535.855705
318.259197,657,45539.103091
317.901682,662,45542.607764
317.069307,666,45545.651181
316.250386,653,45548.683809
320.445104,631,45551.573482
320.735645,651,45554.557295
317.292586,655,45557.661724
319.328798,663,45560.911071
319.632029,670,45564.020538
318.655305,673,45567.176782
319.747169,651,45570.164193
320.228361,675,45573.299552
320.308564,650,45577.17497
320.306823,669,45580.231878
318.359228,683,45583.333603
318.121336,654,45586.172627
316.34684,678,45589.253685
316.739894,677,45592.31251
318.95819,684,45595.428041
320.813573,656,45598.938067
318.978563,668,45601.931322
318.784832,665,45604.880969
321.260447,667,45607.922234
316.555505,677,45610.942499
319.063042,648,45614.129666
318.314729,676,45617.407684
320.738756,652,45620.641795
314.975117,684,45624.643325
317.453281,659,45627.57425
319.561927,663,45630.48748
313.116548,712,45633.889024
315.833492,680,45637.151179
316.346375,652,45640.215861
317.933408,653,45643.220698
318.95993,642,45646.021474
318.725313,664,45649.113849
319.393779,675,45652.268147
319.766886,651,45655.488571
321.136851,656,45658.422167
320.905039,641,45661.987506
318.879462,652,45665.117642
319.118317,652,45668.015043
319.898038,643,45671.866074
318.234385,667,45674.857201
317.645161,665,45677.99643
319.395009,651,45681.240112
318.832287,657,45684.316194
319.437236,658,45687.26555
318.939688,652,45690.454041
318.620747,641,45693.72988
318.246715,669,45696.911704
316.645241,681,45700.2767
319.61805,666,45703.712931
319.684022,685,45706.850312
321.025016,678,45710.026859
319.19831,673,45713.099312
320.187409,653,45716.030853
319.872985,665,45719.364162
320.179444,659,45723.315656
319.134967,671,45726.257284
321.145245,651,45729.238173
320.322848,665,45732.150027
317.520585,661,45735.073068
319.28119,666,45737.985559
318.571029,652,45740.774401
318.628814,654,45743.616322
318.152632,690,45746.848418
318.885051,664,45749.821818
318.872475,675,45752.783218
319.691487,683,45755.835555
320.827687,657,45758.694763
319.363607,662,45761.608814
318.337602,676,45764.606583
316.167949,681,45768.415247
318.99451,659,45771.264335
319.130347,677,45774.199792
320.297698,664,45777.095011
319.634496,689,45780.092766
322.61521,662,45782.933363
318.586789,691,45785.907807
317.945775,690,45788.985255
317.348835,698,45791.995903
314.593071,699,45794.991264
317.327429,687,45798.08308
319.843647,665,45801.188825
319.421093,659,45804.64242
319.78289,673,45808.083739
322.109133,651,45812.403923
320.213644,675,45815.42764
318.966249,678,45818.724291
317.81783,682,45822.030192
319.839731,679,45825.165411
322.353271,649,45828.359921
321.234082,643,45831.228004
321.427367,640,45834.068438
319.554308,632,45836.933941
319.77706,631,45839.844538
319.279194,665,45842.911798
318.159942,672,45845.917505
318.173364,676,45849.252979
319.311367,666,45852.361763
319.080247,676,45855.446575
318.536263,683,45859.542866
317.585751,679,45862.640698
316.479255,700,45865.822567
318.270749,658,45868.826294
319.249713,656,45871.863707
319.654791,672,45875.278088
320.433713,671,45879.434475
319.006831,660,45882.529668
318.358228,651,45885.541507
317.762565,653,45888.529101
316.021423,659,45891.514216
316.91069,665,45894.525196
316.301913,653,45897.513032
318.854845,648,45900.45872
320.820338,642,45903.354935
319.150001,654,45906.439583
319.195677,667,45911.13675
320.632171,651,45914.110011
318.615537,655,45917.274822
320.661076,651,45920.385709
318.726678,671,45923.431141
316.162136,671,45926.507853
316.380289,664,45929.502259
318.523661,655,45932.454232
320.632516,650,45935.36294
318.980039,669,45938.420829
319.851676,674,45941.487874
320.769323,670,45944.439114
