#{"t_start": 1736958512.554267, "env_id": "None"}
r,l,t
-13.889661,17,353.257356
-17.030533,20,353.285638
-10.745099,22,353.312626
-13.745576,13,353.327944
-27.564154,30,353.363381
-37.406515,29,353.409477
-10.347197,21,353.438689
-7.414861,19,353.465918
-10.866249,18,353.487534
-21.661073,19,353.512718
-5.428375,17,353.533485
-31.618254,33,353.574457
-7.513958,14,353.591641
-5.418376,14,353.60934
-10.61513,21,353.945347
-9.286068,21,353.99145
-5.752835,15,354.020768
-10.986416,17,354.042663
-15.029312,25,354.075959
-5.337791,17,354.095446
-7.596577,14,354.112311
-5.686861,11,354.12559
-7.629186,11,354.138906
-26.900979,20,354.164788
-12.541156,19,354.190988
-42.028279,50,354.271791
-5.570816,12,354.287271
-7.46637,14,354.306045
-12.446613,17,354.326589
-7.752598,17,354.349084
