#{"t_start": 1733529223.051278, "env_id": "BipedalWalker-v3"}
r,l,t
320.491255,833,23096.503279
321.100745,835,23103.681088
319.299111,829,23110.558817
318.961662,834,23117.541429
321.776227,823,23124.38833
322.533339,832,23131.343201
320.254208,823,23138.304795
319.424035,803,23145.107806
-80.026891,121,23146.122822
-96.097459,79,23146.784575
-102.843881,76,23147.416883
319.499358,788,23154.134636
-9.740451,287,23156.515667
320.718609,814,23163.407453
-29.20741,232,23165.315456
320.840413,821,23173.394688
321.123705,801,23179.970245
320.028101,801,23186.134652
321.116871,803,23193.051614
321.520798,806,23200.015875
321.619292,822,23206.97005
321.082766,815,23213.958273
321.108303,821,23220.963123
323.6527,807,23227.876082
323.518338,841,23234.957623
319.814423,862,23242.325576
324.529194,819,23249.253423
323.478743,823,23257.665507
320.843145,803,23264.41812
321.73367,820,23271.342382
324.196875,794,23277.672085
320.68214,822,23284.804581
322.178374,788,23291.516232
323.585215,831,23298.583196
322.853011,817,23305.814209
323.48053,816,23312.833153
321.725998,833,23319.792156
323.602425,806,23326.495091
322.691528,814,23333.418339
320.814607,811,23340.430857
322.533275,801,23348.364497
323.178592,825,23355.426933
322.680845,810,23362.462848
321.682403,818,23369.222388
322.901996,812,23375.775525
323.297356,825,23382.646309
321.409167,817,23389.451166
321.424277,804,23396.170337
322.124391,819,23403.137086
322.801729,791,23409.794391
322.625275,786,23416.370414
321.854579,826,23423.346796
322.513994,811,23431.620392
323.334907,791,23438.314846
322.612889,818,23445.195654
323.158819,793,23451.984445
324.137612,804,23458.655254
323.279049,807,23465.202774
323.99101,787,23471.749729
146.038771,614,23476.984256
325.653986,774,23483.57929
321.655587,811,23490.511468
321.951851,795,23497.209045
320.568456,824,23504.380516
323.47487,780,23511.045764
81.595921,467,23516.184278
321.627128,796,23523.022217
314.435193,796,23529.791284
36.678827,384,23533.08636
321.818025,782,23539.702351
320.700131,821,23546.618913
321.777589,796,23553.215489
321.543828,776,23559.525596
321.368472,800,23566.170856
319.175814,784,23572.74187
319.208279,796,23579.357055
320.152405,815,23586.162409
321.49542,796,23592.813918
320.76452,819,23600.909246
318.871041,825,23607.768568
318.847495,818,23614.661136
322.281997,812,23621.562176
322.191151,796,23628.244165
323.360736,824,23635.427193
323.624586,800,23642.230791
120.72714,579,23646.769993
138.966135,622,23652.05718
321.578005,821,23658.94583
322.849412,840,23665.939028
321.35872,823,23672.996044
321.053986,822,23679.865834
321.002316,810,23687.995868
321.88635,804,23694.758445
321.949066,828,23701.870952
320.990064,824,23708.90146
322.912562,813,23715.762804
323.702753,812,23722.559412
322.440899,798,23729.265042
320.256052,821,23736.075483
320.099483,813,23742.922201
321.307785,816,23749.88296
320.413619,824,23756.748223
321.384864,810,23763.704651
322.152547,799,23771.672506
322.806708,792,23778.218242
320.990965,775,23784.698278
321.454342,775,23791.267184
321.431881,836,23798.423273
321.698609,815,23805.412969
323.17774,782,23812.207728
322.589142,825,23819.439936
322.78956,805,23826.569593
321.322757,818,23833.111244
320.818794,843,23840.153878
321.968819,809,23846.857429
321.449455,821,23853.880542
320.854057,803,23861.913621
319.455223,825,23868.811696
319.879975,829,23875.830006
319.835051,825,23882.775715
